id,url_length,hostname_length,path_length,query_length,subdomain_depth,path_depth,has_double_slash_in_path,num_dots,num_hyphens,num_at_symbols,num_tildes,num_underscores,num_percents,num_ampersands,num_hashes,num_query_params,num_numeric_chars,uses_https,https_in_hostname,has_insecure_forms,has_submit_email,has_iframe,has_popup,abnormal_form_action,has_ip_address,domain_in_subdomain,domain_in_path,has_random_domain,brand_in_subdomain,brand_in_path,frequent_domain_mismatch,missing_title,external_favicon,external_link_ratio,external_resource_ratio,null_self_redirect_ratio,has_only_images_in_form,fake_link_statusbar,right_click_disabled,popup_window,ratio_ext_hyperlinks,ratio_ext_media,label
2065,48,26,15,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.5,0.0625,,0,0,0,0,0.5,0.0625,1
2066,96,61,5,22,6,2,0,7,1,0,0,0,0,0,0,3,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2067,59,17,35,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2068,29,14,8,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,,0,0,0,0,0,0.153846154,1
2069,102,22,73,0,0,6,0,1,3,0,0,0,0,0,0,0,27,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
2070,40,12,21,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2071,110,67,5,30,6,2,0,7,1,0,0,0,0,0,0,2,5,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2072,48,19,22,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5,1,,0,0,0,0,0.5,1,1
2073,35,14,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.153846154,,0,0,0,0,0,0.153846154,1
2074,60,21,32,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2075,46,17,22,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,1,1,1
2076,55,42,5,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2077,102,22,73,0,0,6,0,1,3,0,0,0,0,0,0,0,19,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
2078,49,21,21,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2079,47,23,17,0,1,2,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.75,0.222222222,,0,0,0,0,0.75,0.222222222,1
2080,49,21,21,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2081,83,71,5,0,6,2,0,7,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2082,64,21,36,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2083,163,83,73,0,7,3,0,11,0,0,0,0,0,2,0,0,20,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0.115384615,,0,0,0,0,0,0.115384615,1
2084,73,24,42,0,1,5,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2085,51,28,16,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.071428571,,0,0,0,0,0,0.071428571,1
2086,52,28,17,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.071428571,,0,0,0,0,0,0.071428571,1
2087,52,14,31,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0.733333333,0.941176471,,0,0,0,0,0.733333333,0.941176471,1
2088,34,14,13,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2089,38,15,16,0,1,3,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2090,55,17,31,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
2091,50,22,21,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.666666667,,0,0,0,0,0,0.666666667,1
2092,56,24,25,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.583333333,,1,0,0,0,0,0.583333333,1
2093,93,66,20,0,6,4,0,8,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,,0,0,0,0,0,1,1
2094,44,16,21,0,1,3,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2095,108,11,49,40,0,5,0,2,2,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,1
2096,35,14,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2097,67,11,49,0,0,5,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,1
2098,50,22,21,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2099,66,22,37,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2100,145,15,57,65,0,5,0,2,0,0,0,0,0,0,0,1,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2101,39,15,17,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2102,50,20,23,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.666666667,,0,0,0,0,0,0.666666667,1
2103,45,16,22,0,1,3,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2104,180,15,57,100,0,5,0,2,0,0,0,2,0,0,0,3,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2105,35,8,20,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,1
2106,73,27,39,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2107,64,20,37,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,1
2108,30,14,9,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
2109,92,24,61,0,0,8,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2110,47,16,24,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2111,47,16,24,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2112,47,16,24,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2113,48,16,25,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2114,46,16,23,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2115,46,16,23,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2116,47,16,24,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2117,46,16,23,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2118,71,24,40,0,1,5,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2119,179,15,57,99,0,5,0,2,0,0,0,2,0,0,0,2,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2120,65,15,43,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
2121,54,12,35,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2122,51,12,32,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2123,58,28,19,3,1,2,0,4,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.964285714,0.975,,0,0,0,0,0.964285714,0.975,1
2124,46,10,29,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2125,55,38,10,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2126,66,24,35,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.583333333,,1,0,0,0,0,0.583333333,1
2127,94,27,60,0,1,5,0,3,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.6,1,,0,0,0,0,0.6,1,1
2128,44,18,19,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2129,105,15,57,25,0,5,0,2,0,0,0,1,0,0,0,2,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2130,190,15,57,110,0,5,0,2,0,0,0,2,0,2,0,5,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2131,34,15,12,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.75,0.675675676,,0,0,0,0,0.75,0.675675676,1
2132,68,21,40,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2133,49,22,20,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,,0,0,0,0,0,0.5,1
2134,36,15,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2135,189,15,57,109,0,5,0,2,0,0,0,2,0,2,0,4,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2136,61,17,37,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2137,37,13,17,0,1,2,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.222222222,,0,0,0,0,1,0.222222222,1
2138,97,22,43,24,0,4,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2139,83,22,54,0,1,9,0,3,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2140,54,12,35,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2141,57,12,38,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2142,54,12,35,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2143,43,21,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2144,39,19,13,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2145,253,17,29,174,0,4,0,15,0,0,0,0,0,12,1,6,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
2146,42,13,22,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135135135,1,,0,0,0,0,0.135135135,1,1
2147,49,17,25,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
2148,49,17,25,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2149,43,14,22,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.75,0.222222222,,0,0,0,0,0.75,0.222222222,1
2150,43,16,20,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1
2151,46,16,23,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1
2152,70,17,29,16,0,4,0,3,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
2153,58,17,29,4,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.642857143,,0,0,0,0,0,0.642857143,1
2154,100,11,41,40,0,4,0,2,2,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2155,47,17,23,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1
2156,93,66,20,0,6,4,0,8,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,,0,0,0,0,0,1,1
2157,69,26,36,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.022727273,1,,0,0,0,0,0.022727273,1,1
2158,57,13,37,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,,0,0,0,0,1,1,1
2159,63,17,35,3,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2160,67,19,41,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2161,108,11,41,48,0,4,0,2,2,0,0,4,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2162,68,22,39,0,1,5,0,3,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1
2163,62,24,31,0,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,,0,0,0,0,1,1,1
2164,58,18,33,0,0,4,0,1,1,0,0,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2165,45,14,24,0,0,2,0,4,0,0,1,0,0,0,0,0,11,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2,,0,0,0,0,0,0.2,1
2166,179,15,57,99,0,5,0,2,0,0,0,2,0,0,0,2,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2167,64,15,34,7,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2168,46,13,26,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2169,183,15,57,103,0,5,0,2,0,0,0,2,0,1,0,2,71,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2170,48,17,24,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.2,0.222222222,,0,0,0,0,0.2,0.222222222,1
2171,45,16,22,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2172,112,11,41,52,0,4,0,2,2,0,0,4,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2173,39,17,15,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.222222222,,0,0,0,0,0.2,0.222222222,1
2174,58,22,29,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
2175,37,12,18,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
2176,47,26,14,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0625,,1,0,0,0,0,0.0625,1
2177,46,23,16,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2178,40,15,18,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2179,54,14,17,15,1,2,0,4,0,0,0,0,0,0,0,2,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2180,27,14,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2181,54,22,25,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,,0,0,0,0,0,1,1
2182,51,12,24,7,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,,0,0,0,0,1,0.5,1
2183,47,11,28,0,0,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2184,51,23,21,0,1,2,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.25,,0,0,0,0,1,0.25,1
2185,38,16,15,0,1,2,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
2186,41,16,18,0,1,2,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,0,0,0,0,1,1,1
2187,45,9,29,0,1,4,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2188,45,13,25,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2189,38,15,16,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2190,38,15,16,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2191,37,15,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2192,51,11,33,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2193,75,19,49,0,0,6,0,2,1,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,,0,0,0,0,1,1,1
2194,85,22,56,0,1,7,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.9,1,,0,0,0,0,0.9,1,1
2195,55,14,34,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2196,97,11,38,40,0,4,0,2,1,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2197,71,28,36,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0.923076923,1,,0,0,0,0,0.923076923,1,1
2198,59,11,41,0,0,4,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2199,50,14,29,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038461539,,0,0,0,0,0,0.038461539,1
2200,44,17,20,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2201,55,15,33,0,1,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2202,53,21,25,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.9,0.090909091,,0,0,0,0,0.9,0.090909091,1
2203,56,15,34,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,1,1
2204,58,22,29,0,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.785714286,,0,0,0,0,0,0.785714286,1
2205,69,21,36,4,1,6,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
2206,63,21,35,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.9,0.090909091,,0,0,0,0,0.9,0.090909091,1
2207,110,12,24,66,0,3,0,6,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.5,,0,0,0,0,1,0.5,1
2208,37,21,9,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.923076923,1,,0,0,0,0,0.923076923,1,1
2209,75,19,49,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2210,53,14,32,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
2211,34,12,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1
2212,42,18,17,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,1
2213,87,15,33,31,1,4,0,3,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,,0,0,0,0,1,1,1
