url_length,hostname_length,subdomain_depth,has_double_slash_in_path,num_dots,num_hyphens,num_at_symbols,num_tildes,num_underscores,num_percents,num_ampersands,num_query_params,num_slashes,https_in_hostname,http_in_path,has_insecure_forms,has_submit_email,has_iframe,has_popup,abnormal_form_action,has_ip_address,domain_in_subdomain,domain_in_path,has_random_domain,has_prefix_suffix,brand_in_subdomain,brand_in_path,domain_in_brand,frequent_domain_mismatch,missing_title,external_favicon,external_link_ratio,external_resource_ratio,null_self_redirect_ratio,fake_link_statusbar,right_click_disabled,popup_window,ratio_ext_hyperlinks,ratio_ext_media,char_repeat_ratio,dns_record_exists,domain_registration_length,domain_age,web_traffic_rank,page_rank,label
29,20,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047058824,0,0,0,0,0,0.047058824,0,3,0,588,1968,2090120,2,0
20,11,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.012307692,0,0,0,0,0,0.012307692,0,4,0,341,8466,3224587,4,0
38,29,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.548387097,50,0,0,0,0,0.548387097,50,3,0,258,3028,482666,6,0
61,20,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,24,7645,0,0,1
81,14,3,0,5,0,0,0,0,0,1,1,8,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0.090909091,0,3,0,0,-1,1772670,2,1
45,21,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1
49,23,2,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5643,0,1,1
127,50,3,0,4,1,0,0,2,0,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,3992,5697976,0,1
32,14,1,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.55033557,100,0,0,0,0,0.55033557,100,1,0,234,496,503691,0,1
24,15,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056603774,0,0,0,0,0,0.056603774,0,3,0,30,8594,5556103,4,0
40,22,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004545455,0,0,0,0,0,0.004545455,0,3,0,449,7586,988,5,0
58,13,3,0,3,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1967,8759,125,8,0
210,13,2,0,2,0,0,0,1,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.035714286,0,17,0,694,1496,0,2,1
47,14,2,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,46,3972,0,0,1
34,14,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.583333333,36.36363636,0,0,0,0,0.583333333,36.36363636,3,0,522,8973,11722,6,0
20,13,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666666667,100,0,0,0,0,0.666666667,100,1,0,48,2144,0,1,0
52,16,2,0,2,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,559,0,1,1
59,18,2,0,2,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0625,0,0,0,0,0,0.0625,0,5,0,987,4490,2900,5,0
29,10,2,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.055172414,7.142857143,0,0,0,0,0.055172414,7.142857143,0,0,0,5111,5692030,1,1
53,28,3,0,5,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.80952381,80,0,0,0,0,0.80952381,80,1,0,228,5615,0,5,1
48,20,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.093023256,0,0,0,0,0,0.093023256,0,7,0,3483,8043,2572,6,0
24,17,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,100,0,0,252,7446,0,1,1
92,17,3,0,3,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,158,9338,21,5,1
40,16,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.074921956,0,0,0,0,0,0.074921956,0,0,0,904,7131,12,7,0
56,11,2,0,2,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,265,1561,0,0,1
276,31,3,0,4,0,0,0,1,0,2,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,173,1653,0,0,1
87,22,2,0,2,3,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,100,1,0,1033,1157,6720001,2,1
28,20,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.636363636,66.66666667,0,0,0,0,0.636363636,66.66666667,3,0,98,3190,1495789,2,0
66,13,2,0,2,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28742515,0,0,0,0,0,0.28742515,0,6,0,1486,8375,31104,5,0
110,19,3,0,3,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0.03030303,0,6,0,191,-1,624875,4,0
72,14,2,0,2,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,241,12544,857,8,0
70,17,1,0,1,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.637931034,83.33333333,0,0,0,0,0.637931034,83.33333333,4,0,191,6057,41,8,0
34,25,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0.75,0,2,1,237,7067,2346363,1,1
40,20,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.906666667,100,0,0,0,0,0.906666667,100,3,0,359,7310,10814,5,0
47,13,2,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,502,7534,0,0,1
39,22,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,321,-1,4935754,2,1
21,13,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,671,0,0,1
76,24,3,0,3,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0.083333333,0,6,0,152,8248,27990,5,0
39,22,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005376344,0,0,0,0,0,0.005376344,0,3,0,452,7583,969,5,0
110,15,3,0,5,1,0,0,0,0,1,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7760617759999999,100,0,0,0,0,0.7760617759999999,100,3,0,192,3825,0,0,1
54,16,2,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.080291971,0,0,0,0,0,0.080291971,0,2,0,904,7131,12,7,0
31,23,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.7753424659999999,86.25954198,0,0,0,0,0.7753424659999999,86.25954198,0,0,372,7297,0,5,0
83,20,3,0,3,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.945945946,96.77419355,0,0,0,0,0.945945946,96.77419355,3,0,236,495,0,2,1
24,5,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.513157895,50,0,0,0,0,0.513157895,50,0,0,0,-1,134401,5,1
275,20,3,0,3,1,0,0,1,0,2,1,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,438,658,9558648,0,1
87,13,2,0,2,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625,0,5,0,77,2115,0,0,1
61,16,2,0,2,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0.153846154,0,1,0,335,2221,0,0,1
163,15,3,0,3,0,0,0,0,0,2,1,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,254,2668,0,0,1
49,16,2,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.246696035,100,0,0,0,0,0.246696035,100,2,0,124,3893,173,10,0
43,34,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.285714286,0,0,0,0,0,0.285714286,0,4,0,53,6156,0,0,0
37,20,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.754716981,100,0,0,0,0,0.754716981,100,3,0,390,5819,1969325,3,0
59,20,3,0,3,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.648648649,90.90909091,0,0,0,0,0.648648649,90.90909091,4,0,48,8352,1321,6,0
40,22,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0,0.005128205,0,3,0,453,7583,965,5,0
43,14,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.063492063,50,0,0,0,0,0.063492063,50,1,0,150,7157,2272,3,0
138,7,2,0,2,1,0,0,6,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0.25,0,2,0,73,293,0,0,1
53,12,3,0,4,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1
23,16,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.149425287,16.66666667,0,0,0,0,0.149425287,16.66666667,0,0,350,-1,1283724,2,0
29,21,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0.25,0,1,0,50,7621,56198,6,1
70,16,2,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,2975,8347,1,10,1
34,27,2,0,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.312820513,100,0,0,0,0,0.312820513,100,0,0,372,7298,0,5,0
34,26,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,242,1950,341948,1,1
90,17,1,0,1,9,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.464788732,94.44444444,0,0,0,0,0.464788732,94.44444444,1,0,194,6054,41,8,0
62,10,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,246,-1,0,0,1
30,23,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.928571429,0,0,0,0,0,0.928571429,0,0,0,374,7295,0,5,1
33,25,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.214285714,0,0,0,0,0,0.214285714,0,1,0,346,2941,812399,5,0
106,17,3,0,3,1,1,0,3,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.666666667,100,0,0,0,0,0.666666667,100,8,0,140,4609,0,3,1
16,7,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,2,1
42,19,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,4733,576147,3,0
57,18,3,0,3,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.428571429,100,0,0,0,0,0.428571429,100,3,0,293,4454,1467571,4,0
38,16,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,84,1377,0,0,1
75,27,3,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.952380952,100,0,0,0,0,0.952380952,100,1,0,342,6963,354872,3,1
45,12,1,0,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0,274,91,0,3,1
110,23,3,0,3,1,0,0,2,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,395,1797,0,0,1
47,18,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018386108,100,0,0,0,0,0.018386108,100,2,0,433,3584,250391,5,0
99,14,3,0,4,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.84939759,100,0,0,0,0,0.84939759,100,23,0,52,7984,348,6,0
36,16,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.109947644,0,0,0,0,0,0.109947644,0,0,0,900,7134,13,7,0
45,32,2,0,2,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.067961165,0,0,0,0,0,0.067961165,0,2,1,116,7189,481145,1,1
67,38,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,100,0,0,0,0,0.222222222,100,4,0,32,-1,0,0,1
32,16,3,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96,1000,0,0,1
32,24,3,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,1,0,0,1
29,20,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.110497238,18.42105263,0,0,0,0,0.110497238,18.42105263,4,0,77,2479,2339837,4,0
91,17,2,0,2,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.048780488,0,0,0,0,0,0.048780488,0,4,0,735,9310,6136,5,0
34,25,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447761194,50,0,0,0,0,0.447761194,50,3,0,292,3360,60722,4,0
34,14,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,6573,0,3,0
42,34,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,242,1950,341948,1,1
22,13,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007194245,0,0,0,0,0,0.007194245,0,3,0,0,-1,70132,5,0
37,15,3,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098360656,90,0,0,0,0,0.098360656,90,0,0,0,-1,198565,1,0
13,6,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,-1,1779698,2,0
79,19,3,0,3,1,1,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,145,4603,797163,1,1
55,25,3,0,3,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275862069,100,0,0,0,0,0.275862069,100,4,0,227,4887,0,3,0
36,28,3,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.886792453,100,0,0,0,0,0.886792453,100,0,0,114,252,2602858,0,1
94,43,2,0,2,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,401,330,0,0,1
123,17,2,0,2,0,0,0,0,3,4,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,0,157,9339,21,5,1
26,17,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068322981,0,0,0,0,0,0.068322981,0,3,0,1115,8757,108411,5,0
48,16,2,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.093264249,0,0,0,0,0,0.093264249,0,0,0,901,7134,13,7,0
113,32,3,0,3,1,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,209,521,375731,2,1
24,15,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011538462,33.33333333,0,0,0,0,0.011538462,33.33333333,4,0,0,-1,94585,2,0
22,13,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.647058824,0,0,0,0,0,0.647058824,0,3,0,186,7485,93739,4,0
72,16,2,0,2,6,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.336842105,0,0,0,0,0,0.336842105,0,4,0,60,3958,1171381,3,0
26,18,2,0,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.054830287,75,0,0,0,0,0.054830287,75,3,0,316,2971,8916361,1,0
52,25,2,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,0,0,1
26,14,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3437,-1,0,3,1
70,49,3,0,5,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,218,5626,0,5,1
46,11,3,0,3,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255,-1,0,0,1
49,16,2,0,2,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.134390076,0,0,0,0,0,0.134390076,0,0,0,902,7133,12,7,0
87,17,3,0,3,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.210526316,0,0,0,0,0,0.210526316,0,2,0,110,256,0,0,1
63,27,2,0,2,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.057971014,50,0,0,0,0,0.057971014,50,2,0,150,7156,2250,3,0
44,18,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106382979,0,0,0,0,0,0.106382979,0,3,0,2642,5028,9583,6,0
75,11,2,0,2,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,1939,8011140,3,0
60,24,2,0,2,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,377,0,0,1
21,12,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.588235294,22.22222222,0,0,0,0,0.588235294,22.22222222,3,0,75,6135,0,2,0
72,28,3,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.304347826,0,0,0,0,0,0.304347826,0,1,0,120,976,0,0,1
22,15,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.636363636,100,0,0,0,0,0.636363636,100,3,0,148,3505,0,2,0
59,23,3,0,3,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.147368421,0,0,0,0,0,0.147368421,0,4,0,3328,-1,98797,4,0
93,20,3,0,4,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.945945946,96.77419355,0,0,0,0,0.945945946,96.77419355,3,0,236,495,0,2,1
21,14,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021164021,1.515151515,0,0,0,0,0.021164021,1.515151515,1,0,0,-1,81605,5,0
42,28,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,286,0,0,1
96,24,2,0,2,1,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.313868613,100,0,0,0,0,0.313868613,100,1,0,3470,7121,33109,4,0
31,24,3,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0,0,0,0,0,0.727272727,0,3,0,0,-1,4270990,3,0
18,11,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,1,100,0,0,53,7253,943419,1,1
31,12,2,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,230,9267,8505,7,0
24,16,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013245033,0,0,0,0,0,0.013245033,0,3,0,62,4687,0,2,0
32,23,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09929078,10,0,0,0,0,0.09929078,10,3,0,220,8547,4793022,3,0
38,29,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.401960784,100,0,0,0,0,0.401960784,100,1,0,585,7449,0,8,0
38,30,3,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.067961165,0,0,0,0,0,0.067961165,0,0,1,96,6844,904078,2,1
64,36,2,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.082872928,18.75,0,0,0,0,0.082872928,18.75,1,0,142,1684,4908352,0,1
61,18,2,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.272727273,0,0,0,0,0,0.272727273,0,1,0,26,5452,125976,3,0
28,19,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0.222222222,0,3,0,261,1931,3635818,3,0
41,14,3,0,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2642,7219,737,6,0
43,21,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1460,0,0,1
26,18,2,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.021505376,0,0,0,0,0,0.021505376,0,3,0,0,-1,765762,3,0
28,19,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.485596708,100,0,0,0,0,0.485596708,100,3,0,288,1903,328534,2,0
22,15,2,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,2,0,550,-1,0,2,1
77,21,3,0,4,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.428571429,0,0,0,0,0,0.428571429,0,0,0,464,1728,0,3,1
144,24,1,0,1,7,0,0,0,0,1,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.701688555,96.59090909,0,0,0,0,0.701688555,96.59090909,4,0,363,2,0,0,1
43,27,2,0,2,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,84,3934,0,0,1
