id,url_length,hostname_length,path_length,query_length,subdomain_depth,path_depth,num_dots,num_hyphens,num_at_symbols,num_percents,num_numeric_chars,uses_https,has_insecure_forms,has_iframe,abnormal_form_action,has_ip_address,external_favicon,external_link_ratio,ratio_ext_hyperlinks,url_entropy,label
10995,21,14,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3.88018,1
10996,52,17,27,0,0,1,1,2,0,0,0,1,1,0,1,0,1,0.333333,0.333333,4.311231,0
10997,27,12,1,0,1,0,2,0,0,0,3,1,0,0,0,0,1,0.428571,0.428571,3.986188,1
10998,33,19,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.907734,1
10999,95,10,69,0,1,4,2,5,0,0,12,1,0,1,0,0,1,0.797101,0.797101,4.742077,0
11000,43,14,21,0,0,3,1,0,0,0,4,1,0,1,0,0,0,0.108108,0.108108,4.304431,1
11001,219,10,76,124,0,7,3,0,0,0,23,1,0,0,0,0,1,0.01087,0.01087,5.594294,1
11002,57,20,25,0,1,1,2,3,0,0,0,1,1,0,1,0,1,0.345455,0.345455,4.37686,0
11003,56,10,38,0,0,1,1,7,0,0,4,1,0,0,0,0,0,0,0,4.630281,1
11004,75,13,50,0,1,3,3,4,0,0,0,1,0,0,0,0,0,0.380952,0.380952,4.256734,0
11005,119,9,13,74,1,2,3,1,0,1,24,1,0,0,0,0,1,0.75,0.75,5.111951,1
11006,22,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.265583,1
11007,85,18,52,7,0,4,2,1,0,0,20,0,0,0,0,0,0,0,0,4.740808,1
11008,73,16,49,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,4.195785,0
11009,49,9,19,0,1,2,2,0,0,0,0,1,1,1,1,0,1,0.916667,0.916667,4.297785,0
11010,38,11,15,0,1,1,2,0,0,0,3,1,0,0,0,0,0,0,0,4.286629,0
11011,64,14,42,0,0,1,1,5,0,0,11,1,0,1,0,0,1,0,0,4.628928,0
11012,57,22,10,12,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,4.023091,0
11013,51,24,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,1,3.95756,1
11014,51,17,1,0,1,0,2,1,0,0,3,1,0,0,0,0,0,0.5,0.5,4.139468,1
11015,49,14,23,0,1,3,2,0,0,0,0,1,0,1,0,0,0,0.064897,0.064897,4.076259,0
11016,44,14,19,0,1,2,3,0,0,0,4,0,0,0,0,0,0,0,0,4.371379,0
11017,62,8,17,5,2,2,4,0,0,0,1,1,0,0,0,0,0,0.235294,0.235294,4.268656,0
11018,112,18,82,0,1,2,2,11,0,0,0,1,0,1,0,0,1,0,0,4.332876,0
11019,42,9,8,9,1,1,3,0,1,0,2,1,1,0,1,0,0,0.909091,0.909091,4.421963,1
11020,74,9,52,0,1,6,5,1,0,0,2,1,0,0,0,0,0,0,0,4.244587,0
11021,34,15,7,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0.038576,0.038576,4.138502,0
11022,28,11,9,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,3.96772,1
11023,61,12,41,0,0,1,1,6,0,0,3,1,1,0,1,0,1,0.041379,0.041379,4.342737,0
11024,50,11,27,0,1,2,2,3,0,0,0,1,0,1,0,0,1,0.25641,0.25641,4.096175,0
11025,30,12,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.748394,1
11026,60,9,32,0,1,1,2,0,0,0,20,0,0,0,0,0,0,0,0,4.463071,1
11027,59,14,37,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,0,4.221401,1
11028,92,13,68,0,1,4,2,6,0,0,0,1,0,1,0,0,1,0.342282,0.342282,4.253259,0
11029,38,15,16,0,0,3,1,1,0,0,4,0,0,0,0,0,0,0,0,4.128735,1
11030,44,13,6,16,0,1,1,0,0,0,7,1,0,0,0,0,0,0,0,4.669548,1
11031,31,18,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3.80872,1
11032,35,13,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0.6875,0.6875,3.921721,0
11033,29,12,5,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0.011905,0.011905,3.952303,0
11034,59,17,34,0,0,1,1,5,0,0,0,1,1,0,1,0,1,0.833333,0.833333,4.429277,0
11035,40,20,8,0,1,1,2,1,0,0,0,1,1,0,1,0,1,0,0,4.087326,1
11036,107,9,15,57,1,1,3,0,0,1,13,1,0,1,0,0,0,0.086758,0.086758,5.088887,0
11037,61,17,36,0,0,7,5,0,0,0,0,1,0,0,0,0,1,0,0,3.953371,1
11038,34,10,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0.5,0.5,4.219528,1
11039,111,13,38,51,0,5,2,1,0,0,6,1,0,0,0,0,0,0,0,5.34681,1
11040,90,17,65,0,0,3,1,12,0,0,13,1,1,0,1,0,0,0.111111,0.111111,4.549807,0
11041,41,13,17,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0.24375,0.24375,4.326707,0
11042,63,7,44,0,1,4,3,0,0,0,0,1,1,1,1,0,1,0.1,0.1,4.043478,0
11043,37,13,17,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0.714286,0.714286,3.915553,1
11044,36,11,12,0,1,3,2,0,0,0,3,1,0,0,0,0,1,0.448276,0.448276,4.083275,0
11045,61,14,39,0,0,4,1,3,0,0,8,1,0,0,0,0,1,0.64,0.64,4.405564,0
11046,54,19,23,0,1,4,3,1,0,0,0,1,0,0,0,0,0,0.25,0.25,4.270833,0
11047,64,9,32,0,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,4.153175,1
11048,42,14,16,0,1,3,2,1,0,0,1,1,1,1,1,0,0,0,0,4.196155,0
11049,45,11,27,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0.533333,0.533333,4.266977,1
11050,40,11,1,0,3,0,4,2,0,0,0,1,0,0,0,0,0,0,0,3.925071,1
11051,60,13,35,0,1,1,2,4,0,0,7,1,0,1,0,0,0,0.118644,0.118644,4.391296,0
11052,57,11,38,0,0,1,1,5,0,0,10,1,0,0,0,0,1,0.558333,0.558333,4.670805,0
11053,85,9,16,52,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5.24282,1
11054,49,18,24,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0.2,0.2,4.517272,1
11055,75,15,48,0,1,2,2,7,0,0,2,1,1,1,1,0,1,0.314815,0.314815,4.263829,0
11056,65,15,38,0,1,2,2,4,0,0,0,1,0,0,0,0,1,0.142259,0.142259,4.38078,0
11057,106,13,72,0,1,1,3,6,0,0,5,1,0,1,0,0,1,0.845588,0.845588,4.365958,0
11058,69,13,15,24,1,2,2,3,0,0,3,1,0,1,0,0,1,0.718563,0.718563,4.548398,0
11059,178,14,147,0,1,6,3,1,0,0,43,1,1,0,1,0,0,0.571429,0.571429,5.57714,1
11060,81,8,61,0,1,5,2,3,0,0,0,1,0,1,0,0,0,0.16,0.16,4.296356,0
11061,49,22,15,0,1,3,2,0,0,0,6,1,0,0,0,0,1,0.333333,0.333333,4.319119,0
11062,66,11,42,0,1,5,2,1,0,0,0,1,0,0,0,0,1,0.692308,0.692308,4.407438,1
11063,84,10,20,45,0,2,2,4,0,0,5,1,1,0,1,0,1,0.317549,0.317549,4.45126,0
11064,95,13,71,0,1,2,3,0,0,0,0,0,1,0,1,0,1,0,0,4.290534,0
11065,42,15,16,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,3.912818,0
11066,68,13,42,0,1,1,2,4,0,0,3,1,0,0,0,0,1,0.125,0.125,4.539505,0
11067,46,17,12,0,1,1,3,1,0,0,3,1,0,0,0,0,0,1,1,4.129237,1
11068,58,20,27,0,1,2,3,2,0,0,0,0,1,0,1,0,0,0.066667,0.066667,4.412318,0
11069,51,12,21,0,1,3,2,0,0,0,0,1,1,1,1,0,1,0.169903,0.169903,4.020684,0
11070,36,16,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,3.895639,1
11071,44,9,13,0,3,2,5,0,0,0,0,0,1,0,1,0,0,0.916667,0.916667,4.155248,1
11072,85,15,58,0,1,4,2,6,0,0,0,1,0,1,0,0,1,0.068966,0.068966,4.195343,0
11073,56,10,20,0,1,2,2,1,0,0,0,1,1,1,1,0,1,0.45098,0.45098,4.324863,0
11074,55,14,33,0,0,2,1,2,0,0,0,1,1,0,1,0,0,0.053333,0.053333,3.912507,0
11075,39,9,18,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0.028269,0.028269,4.047847,0
11076,255,10,105,132,0,8,3,4,0,0,51,0,0,0,0,0,0,0,0,5.122641,1
11077,97,25,64,0,0,2,1,6,0,0,0,1,0,0,0,0,0,0,0,4.199164,0
11078,41,14,15,0,1,2,2,0,0,0,0,1,1,1,1,0,1,0.207547,0.207547,4.22671,0
11079,112,21,75,0,1,4,2,6,0,0,11,1,1,0,1,0,0,0.216867,0.216867,4.592665,0
11080,49,15,26,0,0,1,1,3,0,0,0,1,1,0,1,0,1,0.303571,0.303571,3.996665,0
11081,129,16,20,85,0,3,2,0,0,0,8,0,0,0,0,0,1,0.176471,0.176471,4.502652,1
11082,42,10,16,0,1,2,2,0,0,0,7,1,0,0,0,0,1,1,1,4.279721,0
11083,28,15,1,0,1,0,2,0,0,0,0,1,1,1,1,0,1,0.062016,0.062016,3.94076,0
11084,34,21,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3.799979,0
11085,64,8,36,0,1,3,2,3,0,0,0,1,0,0,0,0,1,0.041667,0.041667,4.109877,0
11086,276,17,72,165,1,6,4,0,0,0,104,0,0,0,0,0,0,0,0,4.783379,1
11087,77,18,52,0,0,4,2,1,0,0,17,0,0,0,0,0,0,0,0,4.663888,1
11088,58,36,10,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0.888889,0.888889,4.226443,1
11089,49,8,29,0,1,2,2,2,0,0,0,1,0,1,0,0,1,0.077381,0.077381,4.25493,0
11090,35,27,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.894737,0.894737,4.164299,1
11091,52,13,28,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0.19305,0.19305,4.12004,0
11092,68,14,42,0,1,2,2,4,0,0,6,1,0,1,0,0,1,0.221154,0.221154,4.385277,0
11093,23,12,4,0,0,1,1,0,0,0,2,0,1,1,1,0,1,0.368421,0.368421,3.93618,1
11094,43,16,13,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0.05,0.05,4.094074,0
11095,31,9,10,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0.048733,0.048733,3.873236,0
11096,62,10,44,0,0,4,3,0,0,0,3,1,0,0,0,0,0,0.074074,0.074074,4.249509,0
11097,48,17,24,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,1,4.06218,1
11098,50,14,24,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0.12037,0.12037,4.303982,0
11099,53,14,25,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0.2,0.2,4.260966,0
11100,25,16,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.571429,0.571429,3.91327,0
11101,66,14,40,0,1,2,2,3,0,0,0,1,0,0,0,0,0,0.435185,0.435185,4.308859,0
11102,39,11,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0.956522,0.956522,4.355539,1
11103,62,15,35,0,1,1,2,4,0,0,0,1,1,1,1,0,1,0.105263,0.105263,4.214966,0
11104,65,9,18,11,1,2,3,0,0,0,5,1,0,0,0,0,0,0.4,0.4,4.438742,1
11105,30,17,1,0,1,0,2,0,0,0,0,1,1,0,1,0,1,0.369128,0.369128,3.723231,0
11106,74,20,47,0,0,2,2,1,0,0,20,0,0,0,0,0,1,0,0,4.781768,1
11107,55,13,31,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0.053525,0.053525,4.431563,0
11108,68,12,44,0,1,2,2,4,0,0,7,1,0,0,0,0,0,0.222973,0.222973,4.708807,0
11109,227,6,30,165,1,3,3,1,0,0,79,1,0,0,0,0,0,0,0,4.832271,1
11110,56,15,33,0,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,4.277166,1
11111,46,19,20,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,4.363039,1
11112,54,32,10,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0.888889,0.888889,4.531941,1
11113,99,10,76,0,1,5,2,0,0,0,7,1,1,0,1,0,1,0.75,0.75,5.342064,1
11114,57,20,25,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4.348621,1
11115,77,13,52,0,1,3,3,5,0,0,5,1,0,0,0,0,0,0.255102,0.255102,4.888694,0
11116,51,20,19,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0.37,0.37,4.134279,0
11117,24,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.136842,0
11118,42,8,22,0,1,5,2,0,0,0,4,1,0,0,0,0,1,0.060302,0.060302,4.26943,0
11119,51,12,31,0,0,2,1,3,0,0,0,1,1,0,1,0,1,0.247525,0.247525,4.177546,0
11120,34,14,8,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0.145299,0.145299,3.848082,0
11121,42,11,4,6,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,4.350069,1
11122,65,20,33,0,1,1,2,5,0,0,0,1,1,1,1,0,1,0.106667,0.106667,4.182015,0
11123,42,23,7,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0.047445,0.047445,4.165894,0
11124,41,13,20,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0.022727,0.022727,4.05,0
11125,212,18,28,157,0,4,2,0,0,0,92,1,0,1,0,0,1,0.8,0.8,4.680817,1
11126,53,11,2,0,3,1,4,0,0,0,8,0,0,0,0,0,0,0,0,4.614344,1
11127,54,17,25,0,1,2,2,2,0,0,3,1,0,0,0,0,0,0.158537,0.158537,4.497956,0
11128,144,23,113,0,0,10,2,1,0,0,7,1,0,0,0,0,0,0.005367,0.005367,4.615234,0
11129,132,26,94,0,1,2,3,13,0,0,0,1,1,0,1,0,1,0.170455,0.170455,4.267913,0
11130,43,14,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0.688889,0.688889,4.239764,0
11131,37,14,12,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.871351,0
11132,28,10,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0.25,0.25,4.039149,0
11133,52,18,23,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4.294297,0
11134,47,25,10,0,1,1,3,1,0,0,0,1,0,0,0,0,0,0.894737,0.894737,4.173869,1
11135,63,22,28,0,1,2,3,1,0,0,2,1,0,0,0,0,0,0.166667,0.166667,4.42413,1
11136,61,17,32,0,1,2,2,2,0,0,0,1,1,0,1,0,1,0.035714,0.035714,4.172403,0
11137,55,18,30,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0.714286,0.714286,4.139893,1
11138,37,19,10,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,4.134469,1
11139,34,17,1,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0.583333,0.583333,3.962032,0
11140,74,14,48,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4.281815,0
11141,50,13,26,0,1,2,2,0,0,0,2,1,0,0,0,0,0,0.097207,0.097207,4.269275,0
11142,38,14,16,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,4.133072,1
11143,116,24,40,39,1,4,2,0,0,2,4,1,0,0,0,0,0,0,0,4.699951,1
11144,84,24,48,0,1,1,3,6,0,0,3,1,1,0,1,0,0,0.055319,0.055319,4.281027,0
11145,33,12,1,0,2,0,3,0,0,0,1,1,1,0,1,0,1,0.944444,0.944444,3.896688,0
11146,45,8,25,0,1,2,2,2,0,0,0,1,1,1,1,0,1,0.490909,0.490909,4.152638,0
11147,34,16,10,0,0,1,2,0,0,0,4,1,0,0,0,0,0,0.888889,0.888889,4.256149,1
11148,31,17,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.775831,0
11149,40,10,14,0,1,2,2,0,0,0,0,1,0,1,0,0,1,0.074338,0.074338,4.215312,0
11150,86,15,59,0,1,3,2,5,0,0,6,1,0,1,0,0,1,0.08,0.08,4.509009,0
11151,41,21,12,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0.321429,0.321429,4.320251,1
11152,139,17,100,9,1,6,3,0,0,0,43,1,0,1,0,0,0,0,0,4.941126,1
11153,59,11,36,0,1,4,3,0,0,0,0,1,1,0,1,0,0,0.217391,0.217391,4.097893,0
11154,29,13,4,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0.248227,0.248227,3.831276,0
11155,55,18,30,0,0,1,1,4,0,0,1,0,1,0,1,0,0,0.051724,0.051724,4.351738,0
11156,78,29,37,0,1,4,2,3,0,0,0,1,0,1,0,0,0,0.049645,0.049645,4.180646,0
11157,40,11,21,0,0,3,1,0,0,0,7,1,0,0,0,0,0,0,0,4.356198,0
11158,41,9,17,0,2,2,5,0,0,0,1,0,0,0,0,0,0,0.494505,0.494505,4.113803,0
11159,37,14,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3.992709,1
11160,45,12,25,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0.056604,0.056604,4.0525,0
11161,66,13,35,0,1,3,2,0,0,0,0,1,1,1,1,0,1,0.476744,0.476744,4.180853,0
11162,68,12,44,0,1,3,2,0,0,0,0,1,0,1,0,0,0,0.661017,0.661017,4.278496,0
11163,22,9,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0.164948,0.164948,3.447402,0
11164,44,12,20,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4.191831,0
11165,54,13,30,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0.157969,0.157969,4.38607,0
11166,34,21,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0.081761,0.081761,3.797042,0
11167,129,19,98,0,1,4,3,9,0,0,10,1,1,1,1,0,1,0.228311,0.228311,4.525679,0
11168,34,13,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4.020855,0
11169,49,11,27,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0.038462,0.038462,3.789691,0
11170,47,13,7,14,1,1,3,0,0,0,0,1,0,0,0,0,0,0.54717,0.54717,4.351837,1
11171,46,24,15,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.034483,0.034483,4.124895,0
11172,95,15,13,41,1,1,3,1,0,0,26,0,0,0,0,0,1,1,1,4.975516,1
11173,52,18,23,0,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,4.234308,1
11174,51,8,31,0,1,3,2,2,0,0,3,1,0,0,0,0,0,0.072319,0.072319,4.287539,0
11175,48,26,14,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4.238521,1
11176,72,12,47,0,1,6,3,1,0,0,0,1,0,1,0,0,1,0.916667,0.916667,4.40106,1
11177,30,15,7,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,4.056565,1
11178,24,8,8,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.12963,0.12963,3.657268,0
11179,88,16,44,20,0,5,2,1,0,0,5,0,0,0,0,0,0,0,0,4.820648,1
11180,54,9,37,0,0,1,1,6,0,0,0,1,0,0,0,0,0,0.060403,0.060403,4.284812,0
11181,42,20,10,0,1,1,3,1,0,0,0,1,0,0,0,0,1,0.0625,0.0625,4.20091,0
11182,197,11,174,0,1,2,3,0,0,32,35,1,1,0,1,0,0,0.187097,0.187097,4.884866,0
11183,27,18,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.015625,0.015625,3.83804,1
11184,45,12,21,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0.012517,0.012517,4.010275,0
11185,30,15,7,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.068966,0.068966,3.936243,0
11186,57,15,34,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4.037758,1
11187,69,26,36,0,0,1,2,4,0,0,0,0,0,1,0,0,0,0,0,4.514129,1
11188,45,10,23,0,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,4.102313,0
11189,124,26,65,25,0,7,4,2,1,0,0,0,0,0,0,0,1,0,0,4.606257,1
11190,58,17,1,0,1,0,2,4,0,0,7,1,0,0,0,0,0,0.333333,0.333333,4.308424,1
11191,50,13,26,2,0,3,2,0,0,1,3,1,0,0,0,0,1,0,0,4.321077,1
11192,159,9,124,14,1,1,3,15,0,0,21,1,1,1,1,0,1,0.608333,0.608333,4.624497,0
11193,69,17,40,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0.84058,0.84058,4.162196,0
11194,64,17,35,0,1,3,2,2,0,0,0,1,1,0,1,0,1,0.344828,0.344828,4.233459,0
11195,38,11,15,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0.172589,0.172589,4.083068,0
11196,44,11,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0.956522,0.956522,4.373649,1
11197,68,16,40,0,1,2,2,4,0,0,0,1,1,0,1,0,0,0.081081,0.081081,4.38196,0
11198,37,16,14,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3.804746,1
11199,38,11,15,0,1,2,2,0,0,0,0,1,1,0,1,0,1,0.152174,0.152174,4.113206,0
11200,59,12,1,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,4.3003,1
11201,81,9,46,0,3,3,5,0,0,0,31,0,0,1,0,0,1,0.6,0.6,4.565814,1
11202,255,6,39,190,1,2,2,1,0,0,120,0,0,0,0,0,0,0,0,4.884587,1
11203,86,14,64,0,0,1,1,10,0,0,8,1,0,1,0,0,1,0.368421,0.368421,4.62769,0
11204,28,12,8,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,3.807355,1
11205,82,19,8,26,1,1,4,0,0,0,1,1,1,0,1,0,0,0.909091,0.909091,4.387845,1
11206,64,20,33,0,1,2,2,1,0,0,4,0,0,0,0,0,0,0,0,4.427015,0
11207,71,10,19,28,1,3,3,0,0,0,0,1,0,0,0,0,1,0.127517,0.127517,4.496814,0
11208,47,14,21,0,1,3,2,1,0,0,2,1,0,0,0,0,0,0,0,4.163438,1
11209,51,20,11,7,1,1,3,1,0,0,4,1,1,1,1,0,0,0.047619,0.047619,4.424411,0
11210,21,7,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,3.748995,0
11211,45,14,19,0,1,3,2,1,0,0,0,1,0,1,0,0,1,0.054217,0.054217,3.99221,0
11212,88,7,69,0,1,3,3,5,0,0,0,1,0,1,0,0,0,0.034965,0.034965,4.366579,0
11213,41,18,16,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4.326707,1
11214,47,12,23,0,1,3,2,1,0,0,9,1,0,0,0,0,0,1,1,4.400571,0
11215,92,16,64,0,1,1,2,9,0,0,0,1,1,1,1,0,0,0.055319,0.055319,4.365316,0
11216,40,15,1,0,2,0,3,1,0,0,9,0,0,1,0,0,1,0.933333,0.933333,4.327567,1
11217,23,8,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3.969002,1
11218,61,20,29,0,1,3,2,3,0,0,5,1,1,1,1,0,1,0.026455,0.026455,4.425448,0
11219,41,14,15,0,1,2,2,0,0,0,0,1,0,0,0,0,1,0.188406,0.188406,4.052436,0
11220,52,14,22,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0.027027,0.027027,4.315072,0
11221,75,19,20,28,0,2,1,0,0,0,32,0,0,0,0,0,1,0.75,0.75,4.642236,1
11222,42,17,1,0,1,0,2,0,0,0,4,0,0,0,0,0,0,0.25,0.25,4.071271,1
11223,44,14,22,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.428571,0.428571,3.907962,1
11224,32,23,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,4.155639,1
11225,47,9,26,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0.388889,0.388889,4.254725,0
11226,46,20,14,0,1,1,2,1,0,0,0,1,1,1,1,0,1,0.024242,0.024242,3.941586,0
11227,16,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.007812,0.007812,3.32782,0
11228,33,20,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0.04698,0.04698,4.0179,0
11229,39,10,8,5,1,1,2,0,0,0,0,1,0,0,0,0,1,1,1,3.996565,0
11230,58,14,32,0,1,2,2,2,0,0,0,1,1,1,1,0,0,0.35,0.35,4.37739,0
11231,67,15,37,0,1,2,3,3,0,0,0,1,0,1,0,0,1,0,0,4.182794,0
11232,51,13,27,0,1,2,2,2,0,0,2,1,0,0,0,0,1,0,0,4.268821,0
11233,30,12,1,0,1,0,2,0,0,0,4,1,0,0,0,0,0,0,0,4.323231,1
11234,60,13,15,20,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,4.782158,0
11235,32,11,1,0,1,0,2,0,0,0,0,1,1,1,1,0,1,0.421875,0.421875,3.82782,0
11236,82,6,63,0,1,2,2,7,0,0,6,1,1,1,1,0,1,0.684982,0.684982,4.316684,0
11237,39,14,10,0,1,1,3,1,0,0,0,1,0,0,0,0,1,0.934066,0.934066,3.855288,1
11238,83,17,44,0,1,6,4,0,0,0,3,0,0,0,0,0,0,1,1,4.254676,1
11239,63,10,45,0,0,5,3,2,0,0,0,1,0,0,0,0,0,1,1,4.240361,1
11240,43,13,22,0,0,2,1,1,0,0,7,1,0,0,0,0,0,0.16,0.16,4.321386,0
11241,70,14,44,0,1,2,2,5,0,0,11,1,1,1,1,0,1,0.076923,0.076923,4.560848,0
11242,49,12,25,0,1,1,2,2,0,0,0,1,1,0,1,0,1,0,0,4.200746,0
11243,65,13,40,0,0,1,2,3,0,0,3,1,0,0,0,0,0,0,0,4.444994,0
11244,80,18,50,0,1,1,2,8,0,0,0,1,1,0,1,0,1,0.187692,0.187692,4.274347,0
11245,37,12,14,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.982857,1
11246,45,16,18,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0.045455,0.045455,4.285972,0
11247,72,10,46,0,1,4,2,3,0,0,9,1,0,1,0,0,1,0.246154,0.246154,4.519786,0
11248,52,15,30,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,4.061299,0
11249,28,15,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,0.327273,0.327273,4.155046,0
11250,17,9,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.992788,0.992788,3.528064,1
11251,104,20,48,27,0,5,3,1,1,0,4,1,0,0,0,0,0,0,0,4.608812,1
11252,89,18,64,0,0,4,2,1,0,0,24,0,0,0,0,0,1,0.625,0.625,4.729665,1
11253,24,11,1,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,3.542481,1
11254,92,17,39,27,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,4.584188,1
11255,89,13,64,0,1,4,2,5,0,0,0,1,0,0,0,0,1,0.106061,0.106061,4.21843,0
11256,95,13,74,0,0,3,1,8,0,0,6,1,0,0,0,0,1,0.56231,0.56231,4.549818,0
11257,28,15,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3.94076,0
11258,22,8,7,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.428571,0.428571,3.516028,1
11259,54,13,29,0,1,2,3,1,0,0,0,1,0,0,0,0,0,0.277628,0.277628,4.026031,0
11260,24,12,1,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0.031847,0.031847,3.823935,1
11261,27,14,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,3.531941,0
11262,39,19,13,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,4.192346,1
